id,objective, theta0, theta1
55.0,0.09598398108433202,1.0795237438835645,4.918646381725966,
56.0,0.09591541921441551,1.0780256428401636,4.920859126346618,
57.0,0.09585734380037991,1.0766468597864698,4.92289563436358,
58.0,0.09580815095135839,1.0753778915032373,4.92476994234492,
59.0,0.0957664820896716,1.074209991666105,4.926494968900009,
60.0,0.09573118643046936,1.0731351105618276,4.928082603720641,
61.0,0.09570128920006479,1.072145839605879,4.92954378953036,
62.0,0.09567596471523986,1.0712353602790126,4.93088859750684,
63.0,0.09565451358003532,1.070397397130831,4.932126296697165,
64.0,0.09563634337026636,1.06962617452644,4.9332654179044475,
65.0,0.09562095227231711,1.068916376838064,4.934313812486124,
66.0,0.09560791522436375,1.068263111807247,4.935278706469187,
67.0,0.09559687217727963,1.0676618768251152,4.936166750355359,
68.0,0.09558751815101929,1.0671085278982837,4.93698406495946,
69.0,0.0955795948118716,1.066599251086512,4.937736283596937,
70.0,0.09557288333795554,1.06613053621524,4.938428590911317,
71.0,0.09556719837593618,1.065699152681819,4.939065758609197,
72.0,0.09556238292204827,1.065302127188683,4.939652178349085,
73.0,0.0955583039860648,1.0649367232499891,4.9401918920107715,
74.0,0.0955548489184539,1.0646004223304726,4.940688619553855,
75.0,0.09555192229929589,1.0642909064865227,4.941145784657453,
76.0,0.09554944330303233,1.0640060423898263,4.941566538317801,
77.0,0.09554734346627823,1.0637438666234718,4.9419537805663944,
78.0,0.09554556479704032,1.0635025721491558,4.942310180458368,
79.0,0.09554405817313184,1.0632804958522322,4.942638194468877,
80.0,0.09554278198554547,1.0630761070787411,4.9429400834242685,
81.0,0.09554170098932206,1.0628879970854295,4.9432179280847635,
82.0,0.09554078533017618,1.0627148693300281,4.943473643486029,
83.0,0.09554000971999957,1.0625555305348762,4.943708992138503,
84.0,0.09553935273847065,1.0624088824622917,4.94392559617544,
85.0,0.09553879624147986,1.0622739143450028,4.9441249485334176,
86.0,0.09553832486003694,1.0621496959194654,4.944308423242353,
87.0,0.09553792557582133,1.0620353710140515,4.944477284895961,
88.0,0.0955375873616484,1.0619301516479118,4.94463269736793,
89.0,0.09553730087692783,1.061833312599843,4.9447757318338805,
90.0,0.09553705820970194,1.061744186409723,4.944907374154414,
91.0,0.09553685265813777,1.061662158778063,4.945028531670124,
92.0,0.09553667854543915,1.0615866643319671,4.945140039455413,
93.0,0.09553653106306927,1.0615171827283167,4.945242666074216,
94.0,0.09553640613795124,1.0614532350673243,4.945337118877308,
95.0,0.09553630031998028,1.0613943805917279,4.945424048877692,
96.0,0.09553621068674115,1.0613402136488876,4.945504055237686,
97.0,0.09553613476279867,1.0612903608948383,4.945577689398636,
98.0,0.09553607045133229,1.0612444787210242,4.9456454588817005,
99.0,0.09553601597622784,1.061202250885993,4.945707830785931,

